symbol,total_return,sharpe_ratio,max_drawdown,volatility,total_trades,win_rate
DIA,0.0042994413000000346,1.7312249963177515,-0.0028731189007331886,0.0032220509465778493,1,1.0
IWM,0.004086904500000091,0.8584450712140145,-0.006544325925512157,0.006226058067154179,1,1.0
QQQ,0.005354575499999919,2.0552810118777254,-0.002514658945015644,0.0033779535396037132,1,1.0
SPY,0.005319708449999889,1.9024252596747664,-0.003283659046171692,0.0036545920384702113,1,1.0
