symbol,total_return,sharpe_ratio,max_drawdown,volatility,total_trades,win_rate
DIA,0.0060472611000000325,2.7868783161729134,-0.0008873607681010043,0.0028116052927139213,1,1.0
IWM,0.009519935350000014,1.0085786524000826,-0.013382108944087107,0.01234154257946878,1,1.0
QQQ,0.006758997700000036,1.1034544050352106,-0.007132104566451019,0.007958507383002167,1,1.0
SPY,0.007159845599999971,1.9037130511858056,-0.004096914045274004,0.004874299751376062,1,1.0
