symbol,total_return,sharpe_ratio,max_drawdown,volatility,total_trades,win_rate
DIA,0.0,0,0.0,0.0,0,0.0
IWM,0.0,0,0.0,0.0,0,0.0
QQQ,0.0,0,0.0,0.0,0,0.0
SPY,0.0,0,0.0,0.0,0,0.0
