symbol,total_return,sharpe_ratio,max_drawdown,volatility,total_trades,win_rate
QQQ,0.019794692399999914,2.1829608913010343,-0.008704762742965727,0.011695508670632349,1,1.0
SPY,0.011399375250000012,1.903860476042112,-0.007002338446357831,0.0078105675192433,1,1.0
